"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.97232,0.23363,0,0.0013901,0.61,0
0.5,-0.98895,0.14827,0,0,0.60073,0.01
0.5,-0.97232,0.23363,0,0.0013901,0.61,0.01
0.5,-0.98895,0.14827,0,0,0.60073,0
0.5,0.98893,0.14839,0,0.1,0.60053,0
0.5,0.97878,0.20492,0,0.09858,0.61,0.01
0.5,0.98893,0.14839,0,0.1,0.60053,0.01
0.5,0.96535,0.26097,0,0.09858,0.61,0
0.5,-0.91875,0.39484,0,0.0047352,0.62,0.01
0.5,-0.88254,0.47023,0,0.0047352,0.62,0
0.5,0.9021,0.43153,0,0.095249,0.62,0
0.5,0.9021,0.43153,0,0.095249,0.62,0.01
0.5,-0.80686,0.59074,0,0.005,0.62041,0.01
0.5,-0.80686,0.59074,0,0.005,0.62041,0
0.5,-0.46579,0.8849,0,0.01,0.62645,0.01
0.5,-0.63336,0.77386,0,0.01,0.62645,0
0.5,-0.23817,0.97122,0,0.015,0.62795,0.01
0.5,-0.2626,0.9649,0,0.015,0.62795,0
0.5,-0.18175,0.98335,0,0.02,0.62904,0.01
0.5,-0.1977,0.98026,0,0.02,0.62904,0
0.5,-0.13499,0.99085,0,0.025,0.62988,0.01
0.5,-0.15039,0.98863,0,0.025,0.62988,0
0.5,-0.11848,0.99296,0,0.025969,0.63,0
0.5,-0.11848,0.99296,0,0.025969,0.63,0.01
0.5,0.13496,0.99085,0,0.075,0.62988,0
0.5,0.11847,0.99296,0,0.074029,0.63,0.01
0.5,0.15033,0.98864,0,0.075,0.62988,0.01
0.5,0.11847,0.99296,0,0.074029,0.63,0
0.5,0.19742,0.98032,0,0.08,0.62904,0.01
0.5,0.18156,0.98338,0,0.08,0.62904,0
0.5,0.2627,0.96488,0,0.085,0.62795,0.01
0.5,0.23803,0.97126,0,0.085,0.62795,0
0.5,0.63441,0.77299,0,0.09,0.62645,0.01
0.5,0.46652,0.88451,0,0.09,0.62645,0
0.5,0.80792,0.58929,0,0.095,0.62039,0.01
0.5,0.80792,0.58929,0,0.095,0.62039,0
0.5,-0.098433,0.99514,0,0.03,0.63048,0.01
0.5,-0.098433,0.99514,0,0.03,0.63048,0
0.5,-0.059735,0.99821,0,0.035,0.63087,0.01
0.5,-0.069591,0.99758,0,0.035,0.63087,0
0.5,-0.033661,0.99943,0,0.04,0.63112,0.01
0.5,-0.041769,0.99913,0,0.04,0.63112,0
0.5,-0.013421,0.99991,0,0.045,0.63125,0.01
0.5,-0.019486,0.99981,0,0.045,0.63125,0
0.5,0.0024756,1,0,0.05,0.63129,0.01
0.5,-0.0024398,1,0,0.05,0.63129,0
0.5,0.019529,0.99981,0,0.055,0.63125,0.01
0.5,0.01346,0.99991,0,0.055,0.63125,0
0.5,0.041785,0.99913,0,0.06,0.63112,0.01
0.5,0.033692,0.99943,0,0.06,0.63112,0
0.5,0.069568,0.99758,0,0.065,0.63087,0.01
0.5,0.059724,0.99821,0,0.065,0.63087,0
0.5,0.098407,0.99515,0,0.07,0.63048,0.01
0.5,0.098407,0.99515,0,0.07,0.63048,0
