"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.97415,0.22589,0,0.00068917,0.55,0
0.5,-0.98005,0.19877,0,0,0.5466,0.01
0.5,-0.97415,0.22589,0,0.00068917,0.55,0.01
0.5,-0.98005,0.19877,0,0,0.5466,0
0.5,0.9799,0.19947,0,0.1,0.5465,0
0.5,0.97615,0.21709,0,0.099288,0.55,0.01
0.5,0.9799,0.19947,0,0.1,0.5465,0.01
0.5,0.97208,0.23465,0,0.099288,0.55,0
0.5,-0.94348,0.33143,0,0.0033024,0.56,0.01
0.5,-0.91284,0.40831,0,0.0033024,0.56,0
0.5,0.92932,0.36927,0,0.096682,0.56,0
0.5,0.92932,0.36927,0,0.096682,0.56,0.01
0.5,-0.83777,0.54602,0,0.005,0.56309,0.01
0.5,-0.83777,0.54602,0,0.005,0.56309,0
0.5,-0.5136,0.85803,0,0.01,0.56963,0.01
0.5,-0.66859,0.74363,0,0.01,0.56963,0
0.5,-0.3362,0.94179,0,0.011,0.57,0
0.5,-0.3362,0.94179,0,0.011,0.57,0.01
0.5,0.51417,0.85769,0,0.09,0.56963,0
0.5,0.33655,0.94167,0,0.088997,0.57,0.01
0.5,0.66932,0.74297,0,0.09,0.56963,0.01
0.5,0.33655,0.94167,0,0.088997,0.57,0
0.5,0.83846,0.54497,0,0.095,0.56307,0.01
0.5,0.83846,0.54497,0,0.095,0.56307,0
0.5,-0.27079,0.96264,0,0.015,0.57138,0.01
0.5,-0.27079,0.96264,0,0.015,0.57138,0
0.5,-0.17045,0.98537,0,0.02,0.57248,0.01
0.5,-0.19242,0.98131,0,0.02,0.57248,0
0.5,-0.11593,0.99326,0,0.025,0.57323,0.01
0.5,-0.13219,0.99122,0,0.025,0.57323,0
0.5,-0.080526,0.99675,0,0.03,0.57373,0.01
0.5,-0.090092,0.99593,0,0.03,0.57373,0
0.5,-0.055653,0.99845,0,0.035,0.57408,0.01
0.5,-0.063305,0.99799,0,0.035,0.57408,0
0.5,-0.033106,0.99945,0,0.04,0.57433,0.01
0.5,-0.040553,0.99918,0,0.04,0.57433,0
0.5,-0.013464,0.99991,0,0.045,0.57445,0.01
0.5,-0.019561,0.99981,0,0.045,0.57445,0
0.5,0.0024637,1,0,0.05,0.57449,0.01
0.5,-0.0024517,1,0,0.05,0.57449,0
0.5,0.019581,0.99981,0,0.055,0.57445,0.01
0.5,0.01348,0.99991,0,0.055,0.57445,0
0.5,0.040561,0.99918,0,0.06,0.57432,0.01
0.5,0.033122,0.99945,0,0.06,0.57432,0
0.5,0.063305,0.99799,0,0.065,0.57408,0.01
0.5,0.055653,0.99845,0,0.065,0.57408,0
0.5,0.090108,0.99593,0,0.07,0.57373,0.01
0.5,0.080534,0.99675,0,0.07,0.57373,0
0.5,0.13223,0.99122,0,0.075,0.57323,0.01
0.5,0.11597,0.99325,0,0.075,0.57323,0
0.5,0.1923,0.98134,0,0.08,0.57248,0.01
0.5,0.17042,0.98537,0,0.08,0.57248,0
0.5,0.27086,0.96262,0,0.085,0.57138,0.01
0.5,0.27086,0.96262,0,0.085,0.57138,0
