"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.97063,0.24059,0,0.0014624,0.6,0
0.5,-0.9885,0.15124,0,0,0.59044,0.01
0.5,-0.97063,0.24059,0,0.0014624,0.6,0.01
0.5,-0.9885,0.15124,0,0,0.59044,0
0.5,0.98848,0.15135,0,0.1,0.59026,0
0.5,0.97757,0.21059,0,0.098509,0.6,0.01
0.5,0.98848,0.15135,0,0.1,0.59026,0.01
0.5,0.96306,0.26927,0,0.098509,0.6,0
0.5,-0.91493,0.4036,0,0.0049337,0.61,0.01
0.5,-0.87886,0.47708,0,0.0049337,0.61,0
0.5,0.89826,0.43947,0,0.095051,0.61,0
0.5,0.89826,0.43947,0,0.095051,0.61,0.01
0.5,-0.80525,0.59294,0,0.005,0.6101,0.01
0.5,-0.80525,0.59294,0,0.005,0.6101,0
0.5,-0.46387,0.8859,0,0.01,0.61615,0.01
0.5,-0.63281,0.77431,0,0.01,0.61615,0
0.5,-0.23484,0.97203,0,0.015,0.61763,0.01
0.5,-0.25927,0.9658,0,0.015,0.61763,0
0.5,-0.17777,0.98407,0,0.02,0.6187,0.01
0.5,-0.19405,0.98099,0,0.02,0.6187,0
0.5,-0.13241,0.99119,0,0.025,0.61952,0.01
0.5,-0.14694,0.98914,0,0.025,0.61952,0
0.5,-0.1188,0.99292,0,0.029026,0.62,0
0.5,-0.1188,0.99292,0,0.029026,0.62,0.01
0.5,0.13236,0.9912,0,0.075,0.61952,0
0.5,0.11878,0.99292,0,0.070971,0.62,0.01
0.5,0.14688,0.98915,0,0.075,0.61952,0.01
0.5,0.11878,0.99292,0,0.070971,0.62,0
0.5,0.19378,0.98105,0,0.08,0.6187,0.01
0.5,0.17759,0.9841,0,0.08,0.6187,0
0.5,0.25939,0.96577,0,0.085,0.61763,0.01
0.5,0.23472,0.97206,0,0.085,0.61763,0
0.5,0.63386,0.77345,0,0.09,0.61615,0.01
0.5,0.4646,0.88552,0,0.09,0.61615,0
0.5,0.80624,0.59159,0,0.095,0.61008,0.01
0.5,0.80624,0.59159,0,0.095,0.61008,0
0.5,-0.10106,0.99488,0,0.03,0.62012,0.01
0.5,-0.10106,0.99488,0,0.03,0.62012,0
0.5,-0.061808,0.99809,0,0.035,0.62053,0.01
0.5,-0.072074,0.9974,0,0.035,0.62053,0
0.5,-0.034771,0.9994,0,0.04,0.62079,0.01
0.5,-0.043156,0.99907,0,0.04,0.62079,0
0.5,-0.013842,0.9999,0,0.045,0.62092,0.01
0.5,-0.020113,0.9998,0,0.045,0.62092,0
0.5,0.0025471,1,0,0.05,0.62096,0.01
0.5,-0.0025113,1,0,0.05,0.62096,0
0.5,0.020157,0.9998,0,0.055,0.62092,0.01
0.5,0.013881,0.9999,0,0.055,0.62092,0
0.5,0.043187,0.99907,0,0.06,0.62079,0.01
0.5,0.03481,0.99939,0,0.06,0.62079,0
0.5,0.072067,0.9974,0,0.065,0.62053,0.01
0.5,0.061816,0.99809,0,0.065,0.62053,0
0.5,0.10103,0.99488,0,0.07,0.62012,0.01
0.5,0.10103,0.99488,0,0.07,0.62012,0
