"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.99154,0.12978,0,9.9616e-05,0.69,0
0.5,-0.99641,0.084661,0,0,0.68883,0.01
0.5,-0.99154,0.12978,0,9.9616e-05,0.69,0.01
0.5,-0.99641,0.084661,0,0,0.68883,0
0.5,0.99631,0.085881,0,0.1,0.68834,0
0.5,0.99334,0.11519,0,0.099857,0.69,0.01
0.5,0.99631,0.085881,0,0.1,0.68834,0.01
0.5,0.98952,0.14443,0,0.099857,0.69,0
0.5,-0.96939,0.24554,0,0.0018731,0.7,0.01
0.5,-0.94892,0.31553,0,0.0018731,0.7,0
0.5,0.96023,0.27922,0,0.098095,0.7,0
0.5,0.96023,0.27922,0,0.098095,0.7,0.01
0.5,-0.91832,0.39583,0,0.005,0.70753,0.01
0.5,-0.91832,0.39583,0,0.005,0.70753,0
0.5,-0.83871,0.54458,0,0.0061039,0.71,0
0.5,-0.83871,0.54458,0,0.0061039,0.71,0.01
0.5,0.91906,0.39411,0,0.095,0.7075,0
0.5,0.83954,0.54329,0,0.093886,0.71,0.01
0.5,0.91906,0.39411,0,0.095,0.7075,0.01
0.5,0.83954,0.54329,0,0.093886,0.71,0
0.5,-0.52719,0.84975,0,0.01,0.71434,0.01
0.5,-0.52719,0.84975,0,0.01,0.71434,0
0.5,-0.2221,0.97502,0,0.015,0.71573,0.01
0.5,-0.24506,0.96951,0,0.015,0.71573,0
0.5,-0.16438,0.9864,0,0.02,0.71675,0.01
0.5,-0.18174,0.98335,0,0.02,0.71675,0
0.5,-0.1175,0.99307,0,0.025,0.71749,0.01
0.5,-0.13226,0.99122,0,0.025,0.71749,0
0.5,-0.08331,0.99652,0,0.03,0.71801,0.01
0.5,-0.093022,0.99566,0,0.03,0.71801,0
0.5,-0.056794,0.99839,0,0.035,0.71838,0.01
0.5,-0.065195,0.99787,0,0.035,0.71838,0
0.5,-0.033078,0.99945,0,0.04,0.71862,0.01
0.5,-0.040735,0.99917,0,0.04,0.71862,0
0.5,-0.013369,0.99991,0,0.045,0.71874,0.01
0.5,-0.019394,0.99981,0,0.045,0.71874,0
0.5,0.0024637,1,0,0.05,0.71878,0.01
0.5,-0.0024398,1,0,0.05,0.71878,0
0.5,0.019434,0.99981,0,0.055,0.71874,0.01
0.5,0.013401,0.99991,0,0.055,0.71874,0
0.5,0.040759,0.99917,0,0.06,0.71862,0.01
0.5,0.033114,0.99945,0,0.06,0.71862,0
0.5,0.065152,0.99788,0,0.065,0.71837,0.01
0.5,0.056778,0.99839,0,0.065,0.71837,0
0.5,0.092959,0.99567,0,0.07,0.71801,0.01
0.5,0.083243,0.99653,0,0.07,0.71801,0
0.5,0.13216,0.99123,0,0.075,0.71749,0.01
0.5,0.11742,0.99308,0,0.075,0.71749,0
0.5,0.18143,0.9834,0,0.08,0.71675,0.01
0.5,0.16417,0.98643,0,0.08,0.71675,0
0.5,0.2452,0.96947,0,0.085,0.71573,0.01
0.5,0.22197,0.97505,0,0.085,0.71573,0
0.5,0.52794,0.84928,0,0.09,0.71434,0.01
0.5,0.52794,0.84928,0,0.09,0.71434,0
