"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.99118,0.13253,0,0.00014157,0.68,0
0.5,-0.99623,0.086778,0,0,0.67837,0.01
0.5,-0.99118,0.13253,0,0.00014157,0.68,0.01
0.5,-0.99623,0.086778,0,0,0.67837,0
0.5,0.99613,0.087945,0,0.1,0.67791,0
0.5,0.99305,0.11768,0,0.099815,0.68,0.01
0.5,0.99613,0.087945,0,0.1,0.67791,0.01
0.5,0.98909,0.14733,0,0.099815,0.68,0
0.5,-0.96807,0.2507,0,0.0019504,0.69,0.01
0.5,-0.9466,0.32241,0,0.0019504,0.69,0
0.5,0.95846,0.28521,0,0.098019,0.69,0
0.5,0.95846,0.28521,0,0.098019,0.69,0.01
0.5,-0.91331,0.40728,0,0.005,0.69716,0.01
0.5,-0.91331,0.40728,0,0.005,0.69716,0
0.5,-0.83249,0.55403,0,0.0063246,0.7,0
0.5,-0.83249,0.55403,0,0.0063246,0.7,0.01
0.5,0.91407,0.40555,0,0.095,0.69713,0
0.5,0.83334,0.55276,0,0.093666,0.7,0.01
0.5,0.91407,0.40555,0,0.095,0.69713,0.01
0.5,0.83334,0.55276,0,0.093666,0.7,0
0.5,-0.52396,0.85175,0,0.01,0.70404,0.01
0.5,-0.52396,0.85175,0,0.01,0.70404,0
0.5,-0.22167,0.97512,0,0.015,0.70543,0.01
0.5,-0.24445,0.96966,0,0.015,0.70543,0
0.5,-0.16369,0.98651,0,0.02,0.70644,0.01
0.5,-0.18126,0.98343,0,0.02,0.70644,0
0.5,-0.11647,0.99319,0,0.025,0.70718,0.01
0.5,-0.13129,0.99134,0,0.025,0.70718,0
0.5,-0.082165,0.99662,0,0.03,0.70769,0.01
0.5,-0.091904,0.99577,0,0.03,0.70769,0
0.5,-0.055762,0.99844,0,0.035,0.70805,0.01
0.5,-0.064093,0.99794,0,0.035,0.70805,0
0.5,-0.032392,0.99948,0,0.04,0.70829,0.01
0.5,-0.039911,0.9992,0,0.04,0.70829,0
0.5,-0.013083,0.99991,0,0.045,0.70841,0.01
0.5,-0.018978,0.99982,0,0.045,0.70841,0
0.5,0.002404,1,0,0.05,0.70845,0.01
0.5,-0.0023921,1,0,0.05,0.70845,0
0.5,0.019005,0.99982,0,0.055,0.70841,0.01
0.5,0.013103,0.99991,0,0.055,0.70841,0
0.5,0.039923,0.9992,0,0.06,0.70829,0.01
0.5,0.032416,0.99947,0,0.06,0.70829,0
0.5,0.064038,0.99795,0,0.065,0.70805,0.01
0.5,0.055735,0.99845,0,0.065,0.70805,0
0.5,0.091838,0.99577,0,0.07,0.70769,0.01
0.5,0.082091,0.99662,0,0.07,0.70769,0
0.5,0.13121,0.99136,0,0.075,0.70718,0.01
0.5,0.1164,0.9932,0,0.075,0.70718,0
0.5,0.18099,0.98349,0,0.08,0.70644,0.01
0.5,0.1635,0.98654,0,0.08,0.70644,0
0.5,0.24459,0.96963,0,0.085,0.70543,0.01
0.5,0.22155,0.97515,0,0.085,0.70543,0
0.5,0.52468,0.8513,0,0.09,0.70404,0.01
0.5,0.52468,0.8513,0,0.09,0.70404,0
