"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.98105,0.19374,0,0.00095898,0.68,0
0.5,-0.99157,0.12959,0,0,0.67266,0.01
0.5,-0.98105,0.19374,0,0.00095898,0.68,0.01
0.5,-0.99157,0.12959,0,0,0.67266,0
0.5,0.99153,0.12984,0,0.1,0.67238,0
0.5,0.98509,0.17202,0,0.099003,0.68,0.01
0.5,0.99153,0.12984,0,0.1,0.67238,0.01
0.5,0.97684,0.21396,0,0.099003,0.68,0
0.5,-0.93969,0.34202,0,0.0036191,0.69,0.01
0.5,-0.90524,0.4249,0,0.0036191,0.69,0
0.5,0.92411,0.38213,0,0.096361,0.69,0
0.5,0.92411,0.38213,0,0.096361,0.69,0.01
0.5,-0.82491,0.56526,0,0.005,0.69237,0.01
0.5,-0.82491,0.56526,0,0.005,0.69237,0
0.5,-0.49777,0.86731,0,0.01,0.69863,0.01
0.5,-0.65372,0.75674,0,0.01,0.69863,0
0.5,-0.33376,0.94266,0,0.01391,0.7,0
0.5,-0.33376,0.94266,0,0.01391,0.7,0.01
0.5,0.49854,0.86687,0,0.09,0.69863,0
0.5,0.3341,0.94254,0,0.086097,0.7,0.01
0.5,0.65479,0.75581,0,0.09,0.69863,0.01
0.5,0.3341,0.94254,0,0.086097,0.7,0
0.5,0.82602,0.56364,0,0.095,0.69234,0.01
0.5,0.82602,0.56364,0,0.095,0.69234,0
0.5,-0.27865,0.96039,0,0.015,0.70039,0.01
0.5,-0.27865,0.96039,0,0.015,0.70039,0
0.5,-0.17129,0.98522,0,0.02,0.70151,0.01
0.5,-0.19506,0.98079,0,0.02,0.70151,0
0.5,-0.11473,0.9934,0,0.025,0.70226,0.01
0.5,-0.1311,0.99137,0,0.025,0.70226,0
0.5,-0.078218,0.99694,0,0.03,0.70275,0.01
0.5,-0.088281,0.9961,0,0.03,0.70275,0
0.5,-0.051811,0.99866,0,0.035,0.70309,0.01
0.5,-0.059982,0.9982,0,0.035,0.70309,0
0.5,-0.029587,0.99956,0,0.04,0.70331,0.01
0.5,-0.036613,0.99933,0,0.04,0.70331,0
0.5,-0.01186,0.99993,0,0.045,0.70342,0.01
0.5,-0.01721,0.99985,0,0.045,0.70342,0
0.5,0.0021776,1,0,0.05,0.70346,0.01
0.5,-0.0021656,1,0,0.05,0.70346,0
0.5,0.017246,0.99985,0,0.055,0.70342,0.01
0.5,0.011883,0.99993,0,0.055,0.70342,0
0.5,0.036621,0.99933,0,0.06,0.70331,0.01
0.5,0.029615,0.99956,0,0.06,0.70331,0
0.5,0.05993,0.9982,0,0.065,0.70309,0.01
0.5,0.051779,0.99866,0,0.065,0.70309,0
0.5,0.088226,0.9961,0,0.07,0.70275,0.01
0.5,0.078155,0.99694,0,0.07,0.70275,0
0.5,0.13105,0.99138,0,0.075,0.70226,0.01
0.5,0.11468,0.9934,0,0.075,0.70226,0
0.5,0.19477,0.98085,0,0.08,0.70151,0.01
0.5,0.17112,0.98525,0,0.08,0.70151,0
0.5,0.2786,0.96041,0,0.085,0.70039,0.01
0.5,0.2786,0.96041,0,0.085,0.70039,0
