"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.96431,0.26479,0,0.00171,0.57,0
0.5,-0.98503,0.17239,0,0,0.56023,0.01
0.5,-0.96431,0.26479,0,0.00171,0.57,0.01
0.5,-0.98503,0.17239,0,0,0.56023,0
0.5,0.98501,0.17251,0,0.1,0.5601,0
0.5,0.96445,0.26427,0,0.098267,0.57,0.01
0.5,0.98501,0.17251,0,0.1,0.5601,0.01
0.5,0.96445,0.26427,0,0.098267,0.57,0
0.5,-0.93294,0.36002,0,0.005,0.57867,0.01
0.5,-0.93294,0.36002,0,0.005,0.57867,0
0.5,-0.8566,0.51598,0,0.005522,0.58,0
0.5,-0.8566,0.51598,0,0.005522,0.58,0.01
0.5,0.93335,0.35898,0,0.095,0.57864,0
0.5,0.85715,0.51507,0,0.094468,0.58,0.01
0.5,0.93335,0.35898,0,0.095,0.57864,0.01
0.5,0.85715,0.51507,0,0.094468,0.58,0
0.5,-0.53984,0.84177,0,0.01,0.58521,0.01
0.5,-0.53984,0.84177,0,0.01,0.58521,0
0.5,-0.23214,0.97268,0,0.015,0.58664,0.01
0.5,-0.25438,0.96711,0,0.015,0.58664,0
0.5,-0.17438,0.98468,0,0.02,0.58772,0.01
0.5,-0.19212,0.98137,0,0.02,0.58772,0
0.5,-0.12661,0.99195,0,0.025,0.58851,0.01
0.5,-0.14161,0.98992,0,0.025,0.58851,0
0.5,-0.091933,0.99577,0,0.03,0.58907,0.01
0.5,-0.10176,0.99481,0,0.03,0.58907,0
0.5,-0.064,0.99795,0,0.035,0.58948,0.01
0.5,-0.073051,0.99733,0,0.035,0.58948,0
0.5,-0.037677,0.99929,0,0.04,0.58976,0.01
0.5,-0.046312,0.99893,0,0.04,0.58976,0
0.5,-0.015291,0.99988,0,0.045,0.5899,0.01
0.5,-0.022166,0.99975,0,0.045,0.5899,0
0.5,0.0028213,1,0,0.05,0.58995,0.01
0.5,-0.0027974,1,0,0.05,0.58995,0
0.5,0.022205,0.99975,0,0.055,0.5899,0.01
0.5,0.015323,0.99988,0,0.055,0.5899,0
0.5,0.046336,0.99893,0,0.06,0.58976,0.01
0.5,0.037713,0.99929,0,0.06,0.58976,0
0.5,0.073031,0.99733,0,0.065,0.58948,0.01
0.5,0.063996,0.99795,0,0.065,0.58948,0
0.5,0.10174,0.99481,0,0.07,0.58907,0.01
0.5,0.091902,0.99577,0,0.07,0.58907,0
0.5,0.14159,0.98993,0,0.075,0.58851,0.01
0.5,0.12659,0.99196,0,0.075,0.58851,0
0.5,0.19194,0.98141,0,0.08,0.58772,0.01
0.5,0.17427,0.9847,0,0.08,0.58772,0
0.5,0.25452,0.96707,0,0.085,0.58665,0.01
0.5,0.23208,0.9727,0,0.085,0.58665,0
0.5,0.54044,0.84138,0,0.09,0.5852,0.01
0.5,0.54044,0.84138,0,0.09,0.5852,0
