"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.98959,0.14391,0,0.00032365,0.64,0
0.5,-0.99549,0.094854,0,0,0.6366,0.01
0.5,-0.98959,0.14391,0,0.00032365,0.64,0.01
0.5,-0.99549,0.094854,0,0,0.6366,0
0.5,0.99539,0.095927,0,0.1,0.63622,0
0.5,0.9918,0.12783,0,0.099636,0.64,0.01
0.5,0.99539,0.095927,0,0.1,0.63622,0.01
0.5,0.98718,0.15963,0,0.099636,0.64,0
0.5,-0.96243,0.27155,0,0.0022865,0.65,0.01
0.5,-0.93705,0.3492,0,0.0022865,0.65,0
0.5,0.95106,0.30901,0,0.097687,0.65,0
0.5,0.95106,0.30901,0,0.097687,0.65,0.01
0.5,-0.89153,0.45296,0,0.005,0.6558,0.01
0.5,-0.89153,0.45296,0,0.005,0.6558,0
0.5,-0.80729,0.59016,0,0.0073094,0.66,0
0.5,-0.80729,0.59016,0,0.0073094,0.66,0.01
0.5,0.89239,0.45126,0,0.095,0.65577,0
0.5,0.80812,0.58902,0,0.092686,0.66,0.01
0.5,0.89239,0.45126,0,0.095,0.65577,0.01
0.5,0.80812,0.58902,0,0.092686,0.66,0
0.5,-0.51602,0.85657,0,0.01,0.66283,0.01
0.5,-0.51602,0.85657,0,0.01,0.66283,0
0.5,-0.21866,0.9758,0,0.015,0.66423,0.01
0.5,-0.24466,0.96961,0,0.015,0.66423,0
0.5,-0.16118,0.98693,0,0.02,0.66522,0.01
0.5,-0.17688,0.98423,0,0.02,0.66522,0
0.5,-0.11497,0.99337,0,0.025,0.66595,0.01
0.5,-0.13022,0.99148,0,0.025,0.66595,0
0.5,-0.079923,0.9968,0,0.03,0.66645,0.01
0.5,-0.089809,0.99596,0,0.03,0.66645,0
0.5,-0.053524,0.99857,0,0.035,0.6668,0.01
0.5,-0.061779,0.99809,0,0.035,0.6668,0
0.5,-0.030742,0.99953,0,0.04,0.66703,0.01
0.5,-0.038005,0.99928,0,0.04,0.66703,0
0.5,-0.012324,0.99992,0,0.045,0.66715,0.01
0.5,-0.017901,0.99984,0,0.045,0.66715,0
0.5,0.0022729,1,0,0.05,0.66718,0.01
0.5,-0.0022372,1,0,0.05,0.66718,0
0.5,0.017953,0.99984,0,0.055,0.66715,0.01
0.5,0.012368,0.99992,0,0.055,0.66715,0
0.5,0.03804,0.99928,0,0.06,0.66703,0.01
0.5,0.030789,0.99953,0,0.06,0.66703,0
0.5,0.061748,0.99809,0,0.065,0.6668,0.01
0.5,0.05352,0.99857,0,0.065,0.6668,0
0.5,0.08975,0.99596,0,0.07,0.66645,0.01
0.5,0.079864,0.99681,0,0.07,0.66645,0
0.5,0.13015,0.99149,0,0.075,0.66595,0.01
0.5,0.1149,0.99338,0,0.075,0.66595,0
0.5,0.17662,0.98428,0,0.08,0.66522,0.01
0.5,0.16101,0.98695,0,0.08,0.66522,0
0.5,0.24465,0.96961,0,0.085,0.66424,0.01
0.5,0.21848,0.97584,0,0.085,0.66424,0
0.5,0.51655,0.85626,0,0.09,0.66283,0.01
0.5,0.51655,0.85626,0,0.09,0.66283,0
