"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.98918,0.14671,0,0.00037344,0.63,0
0.5,-0.99532,0.09666,0,0,0.62615,0.01
0.5,-0.98918,0.14671,0,0.00037344,0.63,0.01
0.5,-0.99532,0.09666,0,0,0.62615,0
0.5,0.9952,0.097861,0,0.1,0.6258,0
0.5,0.99146,0.13043,0,0.099587,0.63,0.01
0.5,0.9952,0.097861,0,0.1,0.6258,0.01
0.5,0.98664,0.16289,0,0.099587,0.63,0
0.5,-0.96097,0.27665,0,0.0023762,0.64,0.01
0.5,-0.93465,0.35557,0,0.0023762,0.64,0
0.5,0.94915,0.31482,0,0.097597,0.64,0
0.5,0.94915,0.31482,0,0.097597,0.64,0.01
0.5,-0.88571,0.46425,0,0.005,0.64549,0.01
0.5,-0.88571,0.46425,0,0.005,0.64549,0
0.5,-0.80069,0.59908,0,0.0075814,0.65,0
0.5,-0.80069,0.59908,0,0.0075814,0.65,0.01
0.5,0.8866,0.46254,0,0.095,0.64546,0
0.5,0.80157,0.5979,0,0.092414,0.65,0.01
0.5,0.8866,0.46254,0,0.095,0.64546,0.01
0.5,0.80157,0.5979,0,0.092414,0.65,0
0.5,-0.51479,0.85732,0,0.01,0.65252,0.01
0.5,-0.51479,0.85732,0,0.01,0.65252,0
0.5,-0.21829,0.97588,0,0.015,0.65393,0.01
0.5,-0.24552,0.96939,0,0.015,0.65393,0
0.5,-0.16075,0.98699,0,0.02,0.65491,0.01
0.5,-0.17586,0.98442,0,0.02,0.65491,0
0.5,-0.11511,0.99335,0,0.025,0.65564,0.01
0.5,-0.13038,0.99146,0,0.025,0.65564,0
0.5,-0.079903,0.9968,0,0.03,0.65614,0.01
0.5,-0.089863,0.99595,0,0.03,0.65614,0
0.5,-0.053452,0.99857,0,0.035,0.65649,0.01
0.5,-0.061696,0.99809,0,0.035,0.65649,0
0.5,-0.030714,0.99953,0,0.04,0.65672,0.01
0.5,-0.037961,0.99928,0,0.04,0.65672,0
0.5,-0.012312,0.99992,0,0.045,0.65684,0.01
0.5,-0.01789,0.99984,0,0.045,0.65684,0
0.5,0.0022769,1,0,0.05,0.65687,0.01
0.5,-0.0022292,1,0,0.05,0.65687,0
0.5,0.017937,0.99984,0,0.055,0.65684,0.01
0.5,0.01236,0.99992,0,0.055,0.65684,0
0.5,0.037993,0.99928,0,0.06,0.65672,0.01
0.5,0.030754,0.99953,0,0.06,0.65672,0
0.5,0.061657,0.9981,0,0.065,0.65649,0.01
0.5,0.053445,0.99857,0,0.065,0.65649,0
0.5,0.089808,0.99596,0,0.07,0.65614,0.01
0.5,0.07984,0.99681,0,0.07,0.65614,0
0.5,0.13032,0.99147,0,0.075,0.65564,0.01
0.5,0.11505,0.99336,0,0.075,0.65564,0
0.5,0.17561,0.98446,0,0.08,0.65491,0.01
0.5,0.1606,0.98702,0,0.08,0.65491,0
0.5,0.24557,0.96938,0,0.085,0.65394,0.01
0.5,0.21815,0.97592,0,0.085,0.65394,0
0.5,0.51538,0.85696,0,0.09,0.65252,0.01
0.5,0.51538,0.85696,0,0.09,0.65252,0
