"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.95881,0.28405,0,0.00040773,0.54,0
0.5,-0.96024,0.27917,0,0,0.5386,0.01
0.5,-0.95881,0.28405,0,0.00040773,0.54,0.01
0.5,-0.96024,0.27917,0,0,0.5386,0
0.5,0.96007,0.27975,0,0.1,0.53853,0
0.5,0.95924,0.2826,0,0.099571,0.54,0.01
0.5,0.96007,0.27975,0,0.1,0.53853,0.01
0.5,0.9584,0.28544,0,0.099571,0.54,0
0.5,-0.93385,0.35765,0,0.0034256,0.55,0.01
0.5,-0.90526,0.42485,0,0.0034256,0.55,0
0.5,0.92052,0.3907,0,0.09656,0.55,0
0.5,0.92052,0.3907,0,0.09656,0.55,0.01
0.5,-0.83379,0.55209,0,0.005,0.55281,0.01
0.5,-0.83379,0.55209,0,0.005,0.55281,0
0.5,-0.50688,0.86202,0,0.01,0.55927,0.01
0.5,-0.66353,0.74815,0,0.01,0.55927,0
0.5,-0.33294,0.94295,0,0.012033,0.56,0
0.5,-0.33294,0.94295,0,0.012033,0.56,0.01
0.5,0.50741,0.86171,0,0.09,0.55927,0
0.5,0.33328,0.94283,0,0.087962,0.56,0.01
0.5,0.6642,0.74755,0,0.09,0.55927,0.01
0.5,0.33328,0.94283,0,0.087962,0.56,0
0.5,0.83441,0.55114,0,0.095,0.55279,0.01
0.5,0.83441,0.55114,0,0.095,0.55279,0
0.5,-0.27414,0.96169,0,0.015,0.56103,0.01
0.5,-0.27414,0.96169,0,0.015,0.56103,0
0.5,-0.17543,0.98449,0,0.02,0.56215,0.01
0.5,-0.19743,0.98032,0,0.02,0.56215,0
0.5,-0.11955,0.99283,0,0.025,0.56293,0.01
0.5,-0.13647,0.99064,0,0.025,0.56293,0
0.5,-0.08162,0.99666,0,0.03,0.56345,0.01
0.5,-0.092113,0.99575,0,0.03,0.56345,0
0.5,-0.054394,0.99852,0,0.035,0.5638,0.01
0.5,-0.062759,0.99803,0,0.035,0.5638,0
0.5,-0.031678,0.9995,0,0.04,0.56403,0.01
0.5,-0.038853,0.99924,0,0.04,0.56403,0
0.5,-0.013063,0.99991,0,0.045,0.56416,0.01
0.5,-0.018783,0.99982,0,0.045,0.56416,0
0.5,0.0024637,1,0,0.05,0.56419,0.01
0.5,-0.0024398,1,0,0.05,0.56419,0
0.5,0.018815,0.99982,0,0.055,0.56416,0.01
0.5,0.013091,0.99991,0,0.055,0.56416,0
0.5,0.038889,0.99924,0,0.06,0.56403,0.01
0.5,0.031714,0.9995,0,0.06,0.56403,0
0.5,0.062786,0.99803,0,0.065,0.5638,0.01
0.5,0.054425,0.99852,0,0.065,0.5638,0
0.5,0.09216,0.99574,0,0.07,0.56345,0.01
0.5,0.081655,0.99666,0,0.07,0.56345,0
0.5,0.13655,0.99063,0,0.075,0.56293,0.01
0.5,0.11962,0.99282,0,0.075,0.56293,0
0.5,0.19735,0.98033,0,0.08,0.56215,0.01
0.5,0.17543,0.98449,0,0.08,0.56215,0
0.5,0.27423,0.96166,0,0.085,0.56103,0.01
0.5,0.27423,0.96166,0,0.085,0.56103,0
