"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,0,1,0,0.005,0.5,0.01
0.5,0,1,0,0.005,0.5,0
0.5,0,1,0,0,0.5,0.01
0.5,0,1,0,0,0.5,0
0.5,0,1,0,0.01,0.5,0.01
0.5,0,1,0,0.01,0.5,0
0.5,0,1,0,0.015,0.5,0.01
0.5,0,1,0,0.015,0.5,0
0.5,0,1,0,0.02,0.5,0.01
0.5,0,1,0,0.02,0.5,0
0.5,0,1,0,0.025,0.5,0.01
0.5,0,1,0,0.025,0.5,0
0.5,0,1,0,0.03,0.5,0.01
0.5,0,1,0,0.03,0.5,0
0.5,0,1,0,0.035,0.5,0.01
0.5,0,1,0,0.035,0.5,0
0.5,0,1,0,0.04,0.5,0.01
0.5,0,1,0,0.04,0.5,0
0.5,0,1,0,0.045,0.5,0.01
0.5,0,1,0,0.045,0.5,0
0.5,0,1,0,0.05,0.5,0.01
0.5,0,1,0,0.05,0.5,0
0.5,0,1,0,0.055,0.5,0.01
0.5,0,1,0,0.055,0.5,0
0.5,0,1,0,0.06,0.5,0.01
0.5,0,1,0,0.06,0.5,0
0.5,0,1,0,0.065,0.5,0.01
0.5,0,1,0,0.065,0.5,0
0.5,0,1,0,0.07,0.5,0.01
0.5,0,1,0,0.07,0.5,0
0.5,0,1,0,0.075,0.5,0.01
0.5,0,1,0,0.075,0.5,0
0.5,0,1,0,0.08,0.5,0.01
0.5,0,1,0,0.08,0.5,0
0.5,0,1,0,0.085,0.5,0.01
0.5,0,1,0,0.085,0.5,0
0.5,0,1,0,0.09,0.5,0.01
0.5,0,1,0,0.09,0.5,0
0.5,0,1,0,0.095,0.5,0.01
0.5,0,1,0,0.095,0.5,0
0.5,0,1,0,0.1,0.5,0
0.5,0,1,0,0.1,0.5,0.01
