"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.95177,0.3068,0,0.001801,0.55,0
0.5,-0.97268,0.23217,0,0,0.54245,0.01
0.5,-0.95177,0.3068,0,0.001801,0.55,0.01
0.5,-0.97268,0.23217,0,0,0.54245,0
0.5,0.97266,0.23224,0,0.1,0.54238,0
0.5,0.95191,0.30639,0,0.098181,0.55,0.01
0.5,0.97266,0.23224,0,0.1,0.54238,0.01
0.5,0.95191,0.30639,0,0.098181,0.55,0
0.5,-0.92143,0.38855,0,0.005,0.5578,0.01
0.5,-0.92143,0.38855,0,0.005,0.5578,0
0.5,-0.84422,0.53599,0,0.0059543,0.56,0
0.5,-0.84422,0.53599,0,0.0059543,0.56,0.01
0.5,0.92178,0.38772,0,0.095,0.55777,0
0.5,0.84469,0.53526,0,0.094038,0.56,0.01
0.5,0.92178,0.38772,0,0.095,0.55777,0.01
0.5,0.84469,0.53526,0,0.094038,0.56,0
0.5,-0.53123,0.84723,0,0.01,0.56459,0.01
0.5,-0.53123,0.84723,0,0.01,0.56459,0
0.5,-0.23016,0.97315,0,0.015,0.56598,0.01
0.5,-0.24942,0.9684,0,0.015,0.56598,0
0.5,-0.17643,0.98431,0,0.02,0.56706,0.01
0.5,-0.19366,0.98107,0,0.02,0.56706,0
0.5,-0.12742,0.99185,0,0.025,0.56787,0.01
0.5,-0.14331,0.98968,0,0.025,0.56787,0
0.5,-0.090695,0.99588,0,0.03,0.56843,0.01
0.5,-0.1011,0.99488,0,0.03,0.56843,0
0.5,-0.062033,0.99807,0,0.035,0.56883,0.01
0.5,-0.071159,0.99747,0,0.035,0.56883,0
0.5,-0.036139,0.99935,0,0.04,0.5691,0.01
0.5,-0.044522,0.99901,0,0.04,0.5691,0
0.5,-0.014616,0.99989,0,0.045,0.56923,0.01
0.5,-0.021185,0.99978,0,0.045,0.56923,0
0.5,0.0026981,1,0,0.05,0.56927,0.01
0.5,-0.0026743,1,0,0.05,0.56927,0
0.5,0.021209,0.99978,0,0.055,0.56923,0.01
0.5,0.01464,0.99989,0,0.055,0.56923,0
0.5,0.044546,0.99901,0,0.06,0.5691,0.01
0.5,0.036163,0.99935,0,0.06,0.5691,0
0.5,0.071174,0.99746,0,0.065,0.56883,0.01
0.5,0.062053,0.99807,0,0.065,0.56883,0
0.5,0.10112,0.99487,0,0.07,0.56843,0.01
0.5,0.090707,0.99588,0,0.07,0.56843,0
0.5,0.14332,0.98968,0,0.075,0.56787,0.01
0.5,0.12743,0.99185,0,0.075,0.56787,0
0.5,0.19352,0.9811,0,0.08,0.56706,0.01
0.5,0.17637,0.98432,0,0.08,0.56706,0
0.5,0.24954,0.96836,0,0.085,0.56598,0.01
0.5,0.23011,0.97316,0,0.085,0.56598,0
0.5,0.53173,0.84692,0,0.09,0.56459,0.01
0.5,0.53173,0.84692,0,0.09,0.56459,0
