"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.9716,0.23665,0,0.0013793,0.77,0
0.5,-0.98847,0.1514,0,0,0.76099,0.01
0.5,-0.9716,0.23665,0,0.0013793,0.77,0.01
0.5,-0.98847,0.1514,0,0,0.76099,0
0.5,0.9885,0.15124,0,0.1,0.76073,0
0.5,0.97821,0.20763,0,0.098582,0.77,0.01
0.5,0.9885,0.15124,0,0.1,0.76073,0.01
0.5,0.96466,0.26351,0,0.098582,0.77,0
0.5,-0.91776,0.39714,0,0.0047581,0.78,0.01
0.5,-0.88162,0.47197,0,0.0047581,0.78,0
0.5,0.90134,0.43312,0,0.095224,0.78,0
0.5,0.90134,0.43312,0,0.095224,0.78,0.01
0.5,-0.8062,0.59164,0,0.005,0.78037,0.01
0.5,-0.8062,0.59164,0,0.005,0.78037,0
0.5,-0.46501,0.8853,0,0.01,0.78641,0.01
0.5,-0.63272,0.77438,0,0.01,0.78641,0
0.5,-0.2379,0.97129,0,0.015,0.7879,0.01
0.5,-0.26202,0.96506,0,0.015,0.7879,0
0.5,-0.18135,0.98342,0,0.02,0.78899,0.01
0.5,-0.19753,0.9803,0,0.02,0.78899,0
0.5,-0.13431,0.99094,0,0.025,0.78983,0.01
0.5,-0.14974,0.98873,0,0.025,0.78983,0
0.5,-0.11806,0.99301,0,0.026429,0.79,0
0.5,-0.11806,0.99301,0,0.026429,0.79,0.01
0.5,0.13423,0.99095,0,0.075,0.78983,0
0.5,0.118,0.99301,0,0.073575,0.79,0.01
0.5,0.14965,0.98874,0,0.075,0.78983,0.01
0.5,0.118,0.99301,0,0.073575,0.79,0
0.5,0.19718,0.98037,0,0.08,0.78899,0.01
0.5,0.18112,0.98346,0,0.08,0.78899,0
0.5,0.26211,0.96504,0,0.085,0.7879,0.01
0.5,0.23771,0.97134,0,0.085,0.7879,0
0.5,0.63401,0.77333,0,0.09,0.78641,0.01
0.5,0.46588,0.88485,0,0.09,0.78641,0
0.5,0.80751,0.58985,0,0.095,0.78035,0.01
0.5,0.80751,0.58985,0,0.095,0.78035,0
0.5,-0.098438,0.99514,0,0.03,0.79042,0.01
0.5,-0.098438,0.99514,0,0.03,0.79042,0
0.5,-0.059894,0.9982,0,0.035,0.79082,0.01
0.5,-0.069729,0.99757,0,0.035,0.79082,0
0.5,-0.033815,0.99943,0,0.04,0.79107,0.01
0.5,-0.041936,0.99912,0,0.04,0.79107,0
0.5,-0.013508,0.99991,0,0.045,0.7912,0.01
0.5,-0.019601,0.99981,0,0.045,0.7912,0
0.5,0.0024795,1,0,0.05,0.79124,0.01
0.5,-0.0024676,1,0,0.05,0.79124,0
0.5,0.019629,0.99981,0,0.055,0.7912,0.01
0.5,0.013528,0.99991,0,0.055,0.7912,0
0.5,0.041932,0.99912,0,0.06,0.79107,0.01
0.5,0.033831,0.99943,0,0.06,0.79107,0
0.5,0.069674,0.99757,0,0.065,0.79082,0.01
0.5,0.059854,0.99821,0,0.065,0.79082,0
0.5,0.098364,0.99515,0,0.07,0.79042,0.01
0.5,0.098364,0.99515,0,0.07,0.79042,0
