"alpha.water","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.5,-0.98431,0.17644,0,0.00073608,0.57,0
0.5,-0.99171,0.1285,0,0,0.56432,0.01
0.5,-0.98431,0.17644,0,0.00073608,0.57,0.01
0.5,-0.99171,0.1285,0,0,0.56432,0
0.5,0.9916,0.12932,0,0.1,0.56414,0
0.5,0.987,0.16072,0,0.099236,0.57,0.01
0.5,0.9916,0.12932,0,0.1,0.56414,0.01
0.5,0.9814,0.19199,0,0.099236,0.57,0
0.5,-0.95113,0.30879,0,0.003034,0.58,0.01
0.5,-0.92002,0.39187,0,0.003034,0.58,0
0.5,0.93693,0.34953,0,0.096948,0.58,0
0.5,0.93693,0.34953,0,0.096948,0.58,0.01
0.5,-0.8482,0.52968,0,0.005,0.58368,0.01
0.5,-0.8482,0.52968,0,0.005,0.58368,0
0.5,-0.75905,0.65103,0,0.0095671,0.59,0
0.5,-0.75905,0.65103,0,0.0095671,0.59,0.01
0.5,0.84896,0.52846,0,0.095,0.58366,0
0.5,0.75975,0.65022,0,0.090431,0.59,0.01
0.5,0.84896,0.52846,0,0.095,0.58366,0.01
0.5,0.75975,0.65022,0,0.090431,0.59,0
0.5,-0.52231,0.85276,0,0.01,0.59043,0.01
0.5,-0.52231,0.85276,0,0.01,0.59043,0
0.5,-0.23921,0.97097,0,0.015,0.59209,0.01
0.5,-0.27736,0.96077,0,0.015,0.59209,0
0.5,-0.15995,0.98712,0,0.02,0.59311,0.01
0.5,-0.1804,0.98359,0,0.02,0.59311,0
0.5,-0.1119,0.99372,0,0.025,0.59382,0.01
0.5,-0.12569,0.99207,0,0.025,0.59382,0
0.5,-0.081434,0.99668,0,0.03,0.59431,0.01
0.5,-0.08977,0.99596,0,0.03,0.59431,0
0.5,-0.056145,0.99842,0,0.035,0.59467,0.01
0.5,-0.064622,0.99791,0,0.035,0.59467,0
0.5,-0.032138,0.99948,0,0.04,0.59491,0.01
0.5,-0.039903,0.9992,0,0.04,0.59491,0
0.5,-0.012773,0.99992,0,0.045,0.59504,0.01
0.5,-0.018573,0.99983,0,0.045,0.59504,0
0.5,0.0023484,1,0,0.05,0.59507,0.01
0.5,-0.0023127,1,0,0.05,0.59507,0
0.5,0.018616,0.99983,0,0.055,0.59503,0.01
0.5,0.012813,0.99992,0,0.055,0.59503,0
0.5,0.039943,0.9992,0,0.06,0.59491,0.01
0.5,0.032181,0.99948,0,0.06,0.59491,0
0.5,0.064618,0.99791,0,0.065,0.59467,0.01
0.5,0.056161,0.99842,0,0.065,0.59467,0
0.5,0.089754,0.99596,0,0.07,0.59431,0.01
0.5,0.081415,0.99668,0,0.07,0.59431,0
0.5,0.12569,0.99207,0,0.075,0.59381,0.01
0.5,0.1119,0.99372,0,0.075,0.59381,0
0.5,0.18025,0.98362,0,0.08,0.59311,0.01
0.5,0.15988,0.98714,0,0.08,0.59311,0
0.5,0.27746,0.96074,0,0.085,0.59209,0.01
0.5,0.23915,0.97098,0,0.085,0.59209,0
0.5,0.52276,0.85248,0,0.09,0.59043,0.01
0.5,0.52276,0.85248,0,0.09,0.59043,0
