0.0004267,0.62
0,0.61569
0.0004267,0.62
0,0.61569
0.1,0.61536
0.099535,0.62
0.1,0.61536
0.099535,0.62
0.0024688,0.63
0.0024688,0.63
0.097505,0.63
0.097505,0.63
0.005,0.63518
0.005,0.63518
0.0078665,0.64
0.0078665,0.64
0.095,0.63515
0.092129,0.64
0.095,0.63515
0.092129,0.64
0.01,0.6422
0.01,0.6422
0.015,0.64364
0.015,0.64364
0.02,0.6446
0.02,0.6446
0.025,0.64533
0.025,0.64533
0.03,0.64584
0.03,0.64584
0.035,0.64619
0.035,0.64619
0.04,0.64641
0.04,0.64641
0.045,0.64653
0.045,0.64653
0.05,0.64656
0.05,0.64656
0.055,0.64653
0.055,0.64653
0.06,0.64641
0.06,0.64641
0.065,0.64619
0.065,0.64619
0.07,0.64584
0.07,0.64584
0.075,0.64533
0.075,0.64533
0.08,0.6446
0.08,0.6446
0.085,0.64364
0.085,0.64364
0.09,0.6422
0.09,0.6422
