0.00171,0.57
0,0.56023
0.00171,0.57
0,0.56023
0.1,0.5601
0.098267,0.57
0.1,0.5601
0.098267,0.57
0.005,0.57867
0.005,0.57867
0.005522,0.58
0.005522,0.58
0.095,0.57864
0.094468,0.58
0.095,0.57864
0.094468,0.58
0.01,0.58521
0.01,0.58521
0.015,0.58664
0.015,0.58664
0.02,0.58772
0.02,0.58772
0.025,0.58851
0.025,0.58851
0.03,0.58907
0.03,0.58907
0.035,0.58948
0.035,0.58948
0.04,0.58976
0.04,0.58976
0.045,0.5899
0.045,0.5899
0.05,0.58995
0.05,0.58995
0.055,0.5899
0.055,0.5899
0.06,0.58976
0.06,0.58976
0.065,0.58948
0.065,0.58948
0.07,0.58907
0.07,0.58907
0.075,0.58851
0.075,0.58851
0.08,0.58772
0.08,0.58772
0.085,0.58665
0.085,0.58665
0.09,0.5852
0.09,0.5852
