0.0013138,0.78
0,0.77123
0.0013138,0.78
0,0.77123
0.1,0.77096
0.098646,0.78
0.1,0.77096
0.098646,0.78
0.0045737,0.79
0.0045737,0.79
0.095406,0.79
0.095406,0.79
0.005,0.79067
0.005,0.79067
0.01,0.7967
0.01,0.7967
0.015,0.79822
0.015,0.79822
0.02,0.79934
0.02,0.79934
0.02387,0.8
0.02387,0.8
0.08,0.79934
0.076134,0.8
0.08,0.79934
0.076134,0.8
0.085,0.79822
0.085,0.79822
0.09,0.7967
0.09,0.7967
0.095,0.79064
0.095,0.79064
0.025,0.8002
0.025,0.8002
0.03,0.80077
0.03,0.80077
0.035,0.80116
0.035,0.80116
0.04,0.8014
0.04,0.8014
0.045,0.80153
0.045,0.80153
0.05,0.80156
0.05,0.80156
0.055,0.80153
0.055,0.80153
0.06,0.8014
0.06,0.8014
0.065,0.80116
0.065,0.80116
0.07,0.80077
0.07,0.80077
0.075,0.8002
0.075,0.8002
