0.1,0.56982
0.099982,0.57
0.1,0.56982
0.099982,0.57
0.0016275,0.58
0,0.57005
0.0016275,0.58
0,0.57005
0.098348,0.58
0.098348,0.58
0.005,0.58915
0.005,0.58915
0.0053178,0.59
0.0053178,0.59
0.095,0.58912
0.094672,0.59
0.095,0.58912
0.094672,0.59
0.01,0.59553
0.01,0.59553
0.015,0.59698
0.015,0.59698
0.02,0.59805
0.02,0.59805
0.025,0.59884
0.025,0.59884
0.03,0.59941
0.03,0.59941
0.035,0.59982
0.035,0.59982
0.038162,0.6
0.038162,0.6
0.065,0.59982
0.061827,0.6
0.065,0.59982
0.061827,0.6
0.07,0.5994
0.07,0.5994
0.075,0.59884
0.075,0.59884
0.08,0.59805
0.08,0.59805
0.085,0.59698
0.085,0.59698
0.09,0.59553
0.09,0.59553
0.04,0.6001
0.04,0.6001
0.045,0.60025
0.045,0.60025
0.05,0.60029
0.05,0.60029
0.055,0.60025
0.055,0.60025
0.06,0.6001
0.06,0.6001
