0.005,0.51684
0.005,0.51684
0,0.51271
0,0.51271
0.0076146,0.52
0.0076146,0.52
0.095,0.51683
0.09238,0.52
0.095,0.51683
0.09238,0.52
0.1,0.5127
0.1,0.5127
0.01,0.52247
0.01,0.52247
0.015,0.52444
0.015,0.52444
0.02,0.52574
0.02,0.52574
0.025,0.52676
0.025,0.52676
0.03,0.52752
0.03,0.52752
0.035,0.52807
0.035,0.52807
0.04,0.52844
0.04,0.52844
0.045,0.52864
0.045,0.52864
0.05,0.5287
0.05,0.5287
0.055,0.52864
0.055,0.52864
0.06,0.52844
0.06,0.52844
0.065,0.52806
0.065,0.52806
0.07,0.52751
0.07,0.52751
0.075,0.52675
0.075,0.52675
0.08,0.52573
0.08,0.52573
0.085,0.52444
0.085,0.52444
0.09,0.52246
0.09,0.52246
