9.9616e-05,0.69
0,0.68883
9.9616e-05,0.69
0,0.68883
0.1,0.68834
0.099857,0.69
0.1,0.68834
0.099857,0.69
0.0018731,0.7
0.0018731,0.7
0.098095,0.7
0.098095,0.7
0.005,0.70753
0.005,0.70753
0.0061039,0.71
0.0061039,0.71
0.095,0.7075
0.093886,0.71
0.095,0.7075
0.093886,0.71
0.01,0.71434
0.01,0.71434
0.015,0.71573
0.015,0.71573
0.02,0.71675
0.02,0.71675
0.025,0.71749
0.025,0.71749
0.03,0.71801
0.03,0.71801
0.035,0.71838
0.035,0.71838
0.04,0.71862
0.04,0.71862
0.045,0.71874
0.045,0.71874
0.05,0.71878
0.05,0.71878
0.055,0.71874
0.055,0.71874
0.06,0.71862
0.06,0.71862
0.065,0.71837
0.065,0.71837
0.07,0.71801
0.07,0.71801
0.075,0.71749
0.075,0.71749
0.08,0.71675
0.08,0.71675
0.085,0.71573
0.085,0.71573
0.09,0.71434
0.09,0.71434
