0.0035987,0.53
0,0.52333
0.0035987,0.53
0,0.52333
0.1,0.5233
0.096389,0.53
0.1,0.5233
0.096389,0.53
0.005,0.53216
0.005,0.53216
0.01,0.53833
0.01,0.53833
0.014388,0.54
0.014388,0.54
0.09,0.53832
0.085601,0.54
0.09,0.53832
0.085601,0.54
0.095,0.53215
0.095,0.53215
0.015,0.54024
0.015,0.54024
0.02,0.5415
0.02,0.5415
0.025,0.54237
0.025,0.54237
0.03,0.54297
0.03,0.54297
0.035,0.54338
0.035,0.54338
0.04,0.54363
0.04,0.54363
0.045,0.54377
0.045,0.54377
0.05,0.5438
0.05,0.5438
0.055,0.54376
0.055,0.54376
0.06,0.54363
0.06,0.54363
0.065,0.54337
0.065,0.54337
0.07,0.54296
0.07,0.54296
0.075,0.54237
0.075,0.54237
0.08,0.5415
0.08,0.5415
0.085,0.54024
0.085,0.54024
0.00022924,0.66
0,0.65749
0.00022924,0.66
0,0.65749
0.1,0.65707
0.099729,0.66
0.1,0.65707
0.099729,0.66
0.0021145,0.67
0.0021145,0.67
0.097857,0.67
0.097857,0.67
0.005,0.67645
0.005,0.67645
0.0067957,0.68
0.0067957,0.68
0.095,0.67642
0.093197,0.68
0.095,0.67642
0.093197,0.68
0.01,0.68344
0.01,0.68344
0.015,0.68483
0.015,0.68483
0.02,0.68583
0.02,0.68583
0.025,0.68656
0.025,0.68656
0.03,0.68707
0.03,0.68707
0.035,0.68742
0.035,0.68742
0.04,0.68765
0.04,0.68765
0.045,0.68777
0.045,0.68777
0.05,0.68781
0.05,0.68781
0.055,0.68777
0.055,0.68777
0.06,0.68765
0.06,0.68765
0.065,0.68742
0.065,0.68742
0.07,0.68707
0.07,0.68707
0.075,0.68656
0.075,0.68656
0.08,0.68583
0.08,0.68583
0.085,0.68483
0.085,0.68483
0.09,0.68344
0.09,0.68344
0.0017047,0.54
0,0.53464
0.0017047,0.54
0,0.53464
0.1,0.53459
0.098278,0.54
0.1,0.53459
0.098278,0.54
0.005,0.54741
0.005,0.54741
0.0062004,0.55
0.0062004,0.55
0.095,0.54739
0.093792,0.55
0.095,0.54739
0.093792,0.55
0.01,0.55428
0.01,0.55428
0.015,0.55567
0.015,0.55567
0.02,0.55674
0.02,0.55674
0.025,0.55756
0.025,0.55756
0.03,0.55812
0.03,0.55812
0.035,0.55853
0.035,0.55853
0.04,0.55879
0.04,0.55879
0.045,0.55892
0.045,0.55892
0.05,0.55896
0.05,0.55896
0.055,0.55892
0.055,0.55892
0.06,0.55879
0.06,0.55879
0.065,0.55852
0.065,0.55852
0.07,0.55812
0.07,0.55812
0.075,0.55756
0.075,0.55756
0.08,0.55674
0.08,0.55674
0.085,0.55567
0.085,0.55567
0.09,0.55428
0.09,0.55428
0.00061781,0.74
0,0.7345
0.00061781,0.74
0,0.7345
0.1,0.73415
0.099337,0.74
0.1,0.73415
0.099337,0.74
0.0028837,0.75
0.0028837,0.75
0.097089,0.75
0.097089,0.75
0.005,0.754
0.005,0.754
0.009194,0.76
0.009194,0.76
0.095,0.75397
0.090805,0.76
0.095,0.75397
0.090805,0.76
0.01,0.7608
0.01,0.7608
0.015,0.76239
0.015,0.76239
0.02,0.76337
0.02,0.76337
0.025,0.76406
0.025,0.76406
0.03,0.76455
0.03,0.76455
0.035,0.76491
0.035,0.76491
0.04,0.76514
0.04,0.76514
0.045,0.76526
0.045,0.76526
0.05,0.76529
0.05,0.76529
0.055,0.76526
0.055,0.76526
0.06,0.76514
0.06,0.76514
0.065,0.76491
0.065,0.76491
0.07,0.76455
0.07,0.76455
0.075,0.76406
0.075,0.76406
0.08,0.76337
0.08,0.76337
0.085,0.76239
0.085,0.76239
0.09,0.7608
0.09,0.7608
0.0010768,0.66
0,0.65213
0.0010768,0.66
0,0.65213
0.1,0.65187
0.098887,0.66
0.1,0.65187
0.098887,0.66
0.0039043,0.67
0.0039043,0.67
0.096077,0.67
0.096077,0.67
0.005,0.67182
0.005,0.67182
0.01,0.67798
0.01,0.67798
0.015,0.67965
0.015,0.67965
0.016441,0.68
0.016441,0.68
0.085,0.67965
0.083569,0.68
0.085,0.67965
0.083569,0.68
0.09,0.67798
0.09,0.67798
0.095,0.6718
0.095,0.6718
0.02,0.68084
0.02,0.68084
0.025,0.68162
0.025,0.68162
0.03,0.68213
0.03,0.68213
0.035,0.68249
0.035,0.68249
0.04,0.68271
0.04,0.68271
0.045,0.68283
0.045,0.68283
0.05,0.68286
0.05,0.68286
0.055,0.68283
0.055,0.68283
0.06,0.68271
0.06,0.68271
0.065,0.68249
0.065,0.68249
0.07,0.68214
0.07,0.68214
0.075,0.68162
0.075,0.68162
0.08,0.68084
0.08,0.68084
0.00037344,0.63
0,0.62615
0.00037344,0.63
0,0.62615
0.1,0.6258
0.099587,0.63
0.1,0.6258
0.099587,0.63
0.0023762,0.64
0.0023762,0.64
0.097597,0.64
0.097597,0.64
0.005,0.64549
0.005,0.64549
0.0075814,0.65
0.0075814,0.65
0.095,0.64546
0.092414,0.65
0.095,0.64546
0.092414,0.65
0.01,0.65252
0.01,0.65252
0.015,0.65393
0.015,0.65393
0.02,0.65491
0.02,0.65491
0.025,0.65564
0.025,0.65564
0.03,0.65614
0.03,0.65614
0.035,0.65649
0.035,0.65649
0.04,0.65672
0.04,0.65672
0.045,0.65684
0.045,0.65684
0.05,0.65687
0.05,0.65687
0.055,0.65684
0.055,0.65684
0.06,0.65672
0.06,0.65672
0.065,0.65649
0.065,0.65649
0.07,0.65614
0.07,0.65614
0.075,0.65564
0.075,0.65564
0.08,0.65491
0.08,0.65491
0.085,0.65394
0.085,0.65394
0.09,0.65252
