0.00048557,0.61
0,0.60521
0.00048557,0.61
0,0.60521
0.1,0.60491
0.099478,0.61
0.1,0.60491
0.099478,0.61
0.0025682,0.62
0.0025682,0.62
0.097408,0.62
0.097408,0.62
0.005,0.62488
0.005,0.62488
0.0081647,0.63
0.0081647,0.63
0.095,0.62486
0.091832,0.63
0.095,0.62486
0.091832,0.63
0.01,0.63188
0.01,0.63188
0.015,0.63334
0.015,0.63334
0.02,0.63431
0.02,0.63431
0.025,0.63502
0.025,0.63502
0.03,0.63553
0.03,0.63553
0.035,0.63588
0.035,0.63588
0.04,0.63611
0.04,0.63611
0.045,0.63622
0.045,0.63622
0.05,0.63626
0.05,0.63626
0.055,0.63622
0.055,0.63622
0.06,0.63611
0.06,0.63611
0.065,0.63588
0.065,0.63588
0.07,0.63553
0.07,0.63553
0.075,0.63502
0.075,0.63502
0.08,0.63431
0.08,0.63431
0.085,0.63335
0.085,0.63335
0.09,0.63188
0.09,0.63188
