0.00029925,0.52
0,0.51956
0.00029925,0.52
0,0.51956
0.1,0.51953
0.099685,0.52
0.1,0.51953
0.099685,0.52
0.005,0.52666
0.005,0.52666
0.0070695,0.53
0.0070695,0.53
0.095,0.52665
0.092923,0.53
0.095,0.52665
0.092923,0.53
0.01,0.53327
0.01,0.53327
0.015,0.53493
0.015,0.53493
0.02,0.53611
0.02,0.53611
0.025,0.53702
0.025,0.53702
0.03,0.53769
0.03,0.53769
0.035,0.53817
0.035,0.53817
0.04,0.53848
0.04,0.53848
0.045,0.53864
0.045,0.53864
0.05,0.53869
0.05,0.53869
0.055,0.53864
0.055,0.53864
0.06,0.53848
0.06,0.53848
0.065,0.53817
0.065,0.53817
0.07,0.53769
0.07,0.53769
0.075,0.53702
0.075,0.53702
0.08,0.5361
0.08,0.5361
0.085,0.53493
0.085,0.53493
0.09,0.53326
0.09,0.53326
