0.0004092,0.78
0,0.77598
0.0004092,0.78
0,0.77598
0.1,0.77555
0.099542,0.78
0.1,0.77555
0.099542,0.78
0.002476,0.79
0.002476,0.79
0.097493,0.79
0.097493,0.79
0.005,0.79514
0.005,0.79514
0.0079125,0.8
0.0079125,0.8
0.095,0.79511
0.092083,0.8
0.095,0.79511
0.092083,0.8
0.01,0.80215
0.01,0.80215
0.015,0.80359
0.015,0.80359
0.02,0.80456
0.02,0.80456
0.025,0.80529
0.025,0.80529
0.03,0.80579
0.03,0.80579
0.035,0.80614
0.035,0.80614
0.04,0.80637
0.04,0.80637
0.045,0.80648
0.045,0.80648
0.05,0.80652
0.05,0.80652
0.055,0.80648
0.055,0.80648
0.06,0.80636
0.06,0.80636
0.065,0.80614
0.065,0.80614
0.07,0.80579
0.07,0.80579
0.075,0.80529
0.075,0.80529
0.08,0.80456
0.08,0.80456
0.085,0.80359
0.085,0.80359
0.09,0.80215
0.09,0.80215
